,title,permalink,item_id,contents,section_id,datetime
0,"[속보]文대통령 ""고성 산불 대피·진화 자원 총동원하라""",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=008&aid=0004402879,0004402879,"[고성=뉴시스]김경목 기자 = 1일 오후 오후 8시10분께 강원 고성군 토성면 도원리 무릉도원로 인근 주택에서 발생한 불이 산으로 옮겨 붙어 강풍에 번지고 있다. (사진=강원도 산불방지대책본부 제공). 2020.05.01. photo＠newsis.com [고성=뉴시스]김경목 기자 = 1일 오후 오후 8시10분께 강원 고성군 토성면 도원리 무릉도원로 인근 주택에서 발생한 불이 산으로 옮겨 붙어 강풍에 번지고 있다. (사진=강원도 산불방지대책본부 제공). 2020.05.01. photo＠newsis.com

[머니투데이 김성휘 기자] [[the300]]문재인 대통령은 1일 강원도 고성군 산불 관련 주민대피에 철저를 기하고, 산기슭 민가나 고령자 등의 대피에도 만전을 기할 것을 정부에 지시했다.문 대통령은 우선 주민 대피 관련, 산불 진화 방향을 예측해 필요시 예상되는 지역주민을 미리 대피시킬 것과 함께 이같이 지시했다고 청와대가 이날 밤 밝혔다.문 대통령은 야간 산불 진화에 어려움이 있는 만큼 민가로의 확산 지연에 노력하되, 진화인력 안전에도 각별히 유의를 다할 것을 지시했다.이어 일출 시 산불을 속히 진화할 수 있도록 헬기 등 진화 자원을 총동원하는 등의 준비에 철저를 기하라고 지시했다.김성휘 기자 sunnykim@mt.co.kr",100,20200501
1,文대통령 ‘고성 산불’ 긴급지시 “주민 대피 철저히…진화 자원 총동원”,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=025&aid=0002997554,0002997554,"문재인 대통령. 사진 청와대 제공 문재인 대통령. 사진 청와대 제공

문재인 대통령은 1일 강원도 고성에서 발생한 대형 산불과 관련해 “주민 대피에 철저를 기하고 산기슭 민가나 어르신 등의 대피에도 만전을 기하라”고 긴급 지시했다.문 대통령은 이날 산불 상황을 보고 받고 “산불 진화 방향을 예측해 필요시 예상되는 지역 주민을 미리 대피시키라”며 “야간 산불 진화에 어려움이 있는 만큼 민가로의 확산 지연에 노력하되, 진화 인력의 안전에도 각별히 유의를 다 해야 한다”고 강조했다.이어 “일출 시 산불을 속히 진화할 수 있도록 헬기 등 진화 자원을 총동원하는 등의 준비에 철저를 기하라”고 주문했다.청와대도 1일 오후 11시 5분부터 35분까지 정의용 국가안보실장 주재로 화상 상황점검회의를 개최했다. 이 회의에는 진영 행정안전부 장관과 정경두 국방부 장관, 김종석 기상청장, 최병암 산림청 차장, 서욱 육군참모총장을 비롯해 소방청, 경찰청과 강원도·고성군 관계관들이 참석했다.윤재관 청와대 부대변인에 따르면 참석자들은 주민안전을 최우선에 두고 주민대피 현황과 야간 산불 상황 및 확산 방지를 위한 필요한 조치를 점검했다. 또한 새벽에 재개될 진화작업을 위한 사항을 관계부처 및 기관으로부터 보고받고 확인했다.윤 부대변인은 “정부는 여명과 동시에 소방헬기, 소방차, 진화인력 등 가용 가능한 모든 자원을 총동원하여 조기 진화에 전력을 다할 계획”이라고 밝혔다.산불은 이날 오후 8시 21분 강원도 고성군 토성면의 한 주택에서 난 불이 강풍에 인근 야산으로 옮겨붙으면서 빠르게 번졌다. 소방청에 따르면 이 불로 도원리와 학야리 주민 600여명과 인근 육군 22사단 장병 1800명이 안전지대로 대피했다.소방당국은 소방차 300여 대와 인력 1800여 명을 투입해 진화 작업을 벌이고 있다. 2일 0시 17분을 기해 최고 수위 대응 단계인 ‘대응 3단계’를 발령하고 타 시·도 소방차와 인력을 긴급 동원했다.박광수 기자 park.kwangsoo@joongang.co.krⓒ중앙일보(https://joongang.co.kr), 무단 전재 및 재배포 금지",100,20200501
2,"문재인 대통령 ""고성 산불 피해 주민 대피 철저히…진화 자원 총동원""",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=087&aid=0000797382,0000797382,"문재인 대통령 ""고성 산불 피해 주민 대피 철저히…진화 자원 총동원"" ◇사진=독자제공 문재인 대통령 ""고성 산불 피해 주민 대피 철저히…진화 자원 총동원"" ◇사진=독자제공

문재인 대통령은 1일 강원도 고성군 토성면 에서 발생한 산불과 관련해 ""주민 대피에 철저를 기하고, 산기슭 민가나 어르신 등의 대피에도 만전을 다하라""고 긴급 지시했다.문 대통령은 ""산불 진화 방향을 예측해 필요 시 예상되는 지역 주민을 미리 대피시키라""며 ""야간 산불 진화에 어려움이 있는 만큼 민가로의 확산 지연에 노력하되, 진화 인력의 안전에도 각별히 유의를 다해야 한다""고 밝혔다.이어 ""일출 시 산불을 속히 진화할 수 있도록 헬기 등 진화 자원을 총동원하는 등의 준비에 철저를 기하라""고 전했다.문 대통령의 지시와 별도로 청와대는 이날 오후 11시 5분부터 30분간 정의용 국가안보실장 주재로 화상 상황점검회의를 개최했다.회의에는 진영 행정안전부 장관, 정경두 국방부 장관, 김종석 기상청장, 최병암 산림청 차장, 서욱 육군참모총장을 비롯해 소방청과 경찰청, 강원도, 고성군 관계관들이 참석했다.회의에서는 주민대피 현황과 야간 산불 상황 및 확산 방지에 필요한 조치에 대한 점검과 함께 새벽에 재개될 진화 작업에 필요한 사항에 대한 관계부처와 기관의 보고가 이뤄졌다.정부는 날이 밝는 대로 소방헬기, 소방차, 진화 인력 등 모든 자원을 동원해 조기 진화에 전력을 다할 계획이라고 밝혔다.앞서 이날 오후 8시 21분께 강원 고성군 토성면 도원리의 한 주택에서 난 불이 강한 바람으로 인근 야산으로 옮겨붙고서 급속히 확산되고 있다.소방청에 따르면 이 불로 도원리와 학야리 일대 주민 약 420명, 22사단 장병 1,800여명이 대피했다.고성군과 산림·소방 당국은 인력을 투입해 진화하고 있으나 건조한 날씨와 강풍으로 어려움을 겪고 있다.산림청 중앙산불방지대책본부는 이날 밤 10시20분을 기해 영동지역에 산불재난 국가 위기 경보를 심각 단계로 상향 발령했다.이태영 기자 tylee@kwnews.co.krⓒ 강원일보, 무단 전재 및 재배포 금지",100,20200501
3,"통합당 ""'토지공개념' 등 헌법정신 건드리는 개헌 절대 반대""",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=014&aid=0004417779,0004417779,"김성원 미래통합당 의원이 23일 서울여의도 국회에서 열린 미래통합당 재선 당선자 모임에 참석해 현안관련 발언을 하고 있다. 김성원 미래통합당 의원이 23일 서울여의도 국회에서 열린 미래통합당 재선 당선자 모임에 참석해 현안관련 발언을 하고 있다.

[파이낸셜뉴스] 미래통합당은 1일 여권 일각에서 제기되는 개헌 주장과 관련 ""선거가 끝나자마자 설익은 개헌논의를 꺼내며 20대 국회의 마지막까지 오만과 독선에 사로잡힌 모습을 보여주는 더불어민주당""이라고 비판했다.통합당 김성원 대변인은 이날 논평을 통해 ""문희상 국회의장이 개헌안 처리를 위해 8일 본회의 소집을 검토하고 있고, 어제(30일)는 이인영 더불어민주당 원내대표가 원포인트 개헌안을 처리해야 한다며 거들고 나섰다""면서 ""지난 29일에는 청와대 시민사회수석이었던 서울 관악을 더불어민주당 이용선 당선자가 토지공개념 논의에 불씨를 당기기까지 했다. 언론과의 인터뷰에서 토지공개념을 빠르게 정착시켜야 한다며 21대 국회에서 개헌을 하자고 주장한 것""이라고 지적했다.김 대변인은 ""총선 이후 토지공개념을 다루겠다고 선전포고했던 더불어민주당 이인영 원내대표의 선언 대로다. 총선에 승리했으니 본격적으로 사회주의 체제를 만들어보겠다는 신호탄""라고 반문했다.이어 ""'땅의 사용권은 인민에게 주되 소유권은 국가가 갖는 중국식이 타당하다'던 추미애 법무부 장관부터 부동산 매매허가제를 언급한 강기정 정무수석까지, 더불어민주당을 비롯한 범여권 세력들의 토지공개념 발언은 계속 있어왔다""고 덧붙였다.김 대변인은 ""지난 2018년 3월에는 정부가 입법기관인 국회와의 논의 절차도 없이 독단적으로 '대통령 개헌안'을 내놓아 국민을 기함하게 만들었다. 심지어 자유민주주의의 ‘자유’를 삭제한다고 발표했다가 번복하는 촌극을 연출하면서 국민을 기만하기까지 했다""고 언급했다.그는 ""2년이 지난 지금, 문 정부의 '대한민국 사회주의 국가 만들기'는 여전히 진행중이었다. 열번 찍어 안넘어가는 나무가 없다는 식으로 서서히 불을 지펴놓고 때가 되면 다수의 힘으로 밀어붙여 뜻대로 하겠다는 태세""라며 ""그동안 미래통합당은 제왕적 대통령제 극복을 위한 '순수한 개헌' 논의에는 임할 수 있음을 밝혀왔다. 하지만 토지공개념, 이익공유제 등 헌법 정신의 뼈대를 건드리는 것은 절대 찬성할 수 없다""고 반발했다.김 대변인은 ""게다가 문 의장이 통과 의지를 보인 '국민 개헌 발안제'는 단순한 권력 구조 개편뿐 아니라 친여 세력을 동원해 좌파 가치를 헌법에 주입하려는 시도로밖에 비춰지지 않는다""면서 ""나라의 근본을 흔들고, 역사를 부정하는 정략적 개헌은 있을 수 없다. 오직 국민만을 위한 올바른 개헌을 위해 미래통합당은 국민과 함께하겠다""고 강조했다.※ 저작권자 ⓒ 파이낸셜뉴스. 무단 전재-재배포 금지",100,20200501
4,"文대통령, 고성 산불 긴급 지시…""주민 대피 등 철저히""",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=003&aid=0009843392,0009843392,"[서울=뉴시스]문재인 대통령이 30일 오전 국가위기관리센터에서 이천 물류창고 공사 현장 화재 관련 긴급상황보고를 받은 후 관련 내용을 지시하고 있다.(사진=청와대 제공) 2020.04.30. photo@newsis.com [서울=뉴시스]문재인 대통령이 30일 오전 국가위기관리센터에서 이천 물류창고 공사 현장 화재 관련 긴급상황보고를 받은 후 관련 내용을 지시하고 있다.(사진=청와대 제공) 2020.04.30. photo@newsis.com

[고성=뉴시스]김경목 기자 = 1일 오후 오후 8시10분께 강원 고성군 토성면 도원리 무릉도원로 인근 주택에서 발생한 불이 산으로 옮겨 붙어 강풍에 번지고 있다. (사진=동부지방산림청 제공). 2020.05.01.photo＠newsis.com [고성=뉴시스]김경목 기자 = 1일 오후 오후 8시10분께 강원 고성군 토성면 도원리 무릉도원로 인근 주택에서 발생한 불이 산으로 옮겨 붙어 강풍에 번지고 있다. (사진=동부지방산림청 제공). 2020.05.01.photo＠newsis.com

[서울=뉴시스] 김태규 기자 = 문재인 대통령은 1일 강원도 고성군 산불과 관련해 주민 대피에 철저를 기하라고 긴급 지시했다고 청와대가 밝혔다.한정우 춘추관장은 이날 출입기자단에 문자 메시지를 보내 ""문 대통령이 주민 대피에 철저를 기하고, 산기슭 민가나 어르신 등의 대피에도 만전을 다하라""고 지시했다고 밝혔다.문 대통령은 또 ""산불 진화 방향을 예측해 필요시 예상되는 지역 주민을 미리 대피시킬 것""이라며 ""야간 산불 진화에 어려움이 있는 만큼 민가로의 확산 지연에 노력하되, 진화인력 안전에도 각별히 유의를 다할 것""이라고 지시했다.그러면서 ""일출 시 산불을 속히 진화할 수 있도록 헬기 등 진화 자원을 총동원하는 등의 준비에 철저를 기하라""고 주문했다.산림당국에 따르면 이날 오후 8시10분께 고성군 토성면 도원리 무릉도원로 주택에서 발생한 불이 산으로 옮겨 붙어 강풍에 번지고 있다.산불 발생 지역 인근 도원리, 학야리 주민들은 천진초등학교 체육관으로 대피하고 있다. 학야1·2리 137세대 203명, 도원1·2 리 134세대 217명 등 총 691세대 420명의 주민들이 대피 중에 있다.공무원 24명, 진화대 72명, 소방 68명 등 164명이 산불 진화에 투입됐다. 소방차 25대, 진화차 9대, 지휘차 1대 등 차량 35대와 등짐펌프 200개를 투입해 진화 중에 있지만, 최대순간풍속 시속 55㎞(초속 15ｍ)의 강풍에 야간 상황에 따른 시야 확보가 제한적이라 진화에 어려움을 겪고 있다. ☞공감언론 뉴시스 kyustar@newsis.com",100,20200501
5,文 대통령 “피해 예상지역 주민 미리 대피시키라” 긴급 지시,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=022&aid=0003461578,0003461578,"1일 오후 강원 고성군 토성면 도원리의 한 주택에서 난 불로 주민들이 천진초등학교으로 대피해 한숨을 돌리고 있다. 고성=연합

문재인 대통령은 1일 강원도 고성에서 발생한 산불과 관련해 “진화 방향을 예측해 필요 시 예상되는 지역 주민을 미리 대피시키라”며 “야간 산불 진화에 어려움이 있는 만큼 민가로의 확산 지연에 노력하되, 진화 인력의 안전에도 각별히 유의를 다해야 한다”고 긴급 지시했다고 청와대가 밝혔다.문 대통령은 또 “주민 대피에 철저를 기하고, 산기슭 민가나 어르신 등의 대피에도 만전을 다하고 일출 시 산불을 속히 진화할 수 있도록 헬기 등 진화 자원을 총동원하는 등의 준비에 철저를 기하라""고 주문했다.앞서 이날 오후 8시 21분쯤 고성군 토성면 도원리의 한 주택에서 난 불이 강한 바람을 타고 인근 야산으로 급속히 번지고 있다.고성군과 산림·소방당국은 인력을 투입해 진화하고 있으나 건조한 날씨와 강풍으로 어려움을 겪는 중이다.이동준 기자 blondie@segye.comⓒ 세상을 보는 눈,",100,20200501
6,"소방청 ""강원 고성 산불 진화에 소방차 226대·인력 608명 투입""",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=001&aid=0011584164,0011584164,"강원 고성서 산불…번지는 불길(고성=연합뉴스) 이종건 기자 = 1일 오후 강원 고성군 도원리의 주택 화재가 산불로 번져 도학초교 야산에서 연기와 불길이 치솟고 있다. 현재 고성지역에는 건조주의보와 강풍주의보가 동시에 내려져 있다. 2020.5.1 momo@yna.co.kr 강원 고성서 산불…번지는 불길(고성=연합뉴스) 이종건 기자 = 1일 오후 강원 고성군 도원리의 주택 화재가 산불로 번져 도학초교 야산에서 연기와 불길이 치솟고 있다. 현재 고성지역에는 건조주의보와 강풍주의보가 동시에 내려져 있다. 2020.5.1 momo@yna.co.kr

소방 동원령 2호 발령해 타 시·도 소방차 193대 급파(서울=연합뉴스) 권수현 기자 = 소방청은 1일 강원도 고성군 토성면에서 발생한 산불 진화를 위해 타 시·도 소방차와 인력을 긴급 동원하는 '소방 동원령'을 발령했다고 밝혔다.소방청은 서울·인천·대전·경기·충북·충남 등 6개 시·도에 소방 동원령 2호를, 나머지 지역에는 1호를 발령하고 소방대원 518명과 소방차 193대를 강원 지역에 급파하기로 했다.강원지역 소방력을 합치면 고성산불 진화에 투입되는 소방력은 모두 인력 608명에 소방차 226대다. 강원소방본부에서는 소방대원 90명과 소방차 33대가 진화작업에 나섰다.소방 동원령은 대형 화재나 사고, 재난 등 긴급상황 발생 시 부족한 소방력을 다른 지역에서 지원하기 위한 것이다. 소방력 동원 규모에 따라 1호(당번 소방력의 5%)·2호(10%)·3호(20%) 순으로 단계가 올라간다.동원령에 따라 타·시도에서 출동하는 소방력은 고성군 죽왕면 오션투유리조트 주차장에 집결한 뒤 산불 진화에 투입된다.소방당국은 고성 산불에 대응 2단계를 발령한 상태다. 화재 대응 단계는 관할 소방서 1곳의 소방력을 총동원하는 1단계부터 관할 시·도 본부 내 여러 소방서의 소방력을 동원하는 2단계, 전국 차원에서 대응하는 3단계 순으로 올라간다.앞서 이날 오후 8시 21분께 강원 고성군 토성면 도원리의 한 주택에서 난 불이 강한 바람으로 인근 야산으로 옮겨붙고서 급속히 번지고 있다.소방청에 따르면 이 불로 도원리와 학야리 일대 주민 약 420명이 인근 천진초등학교 체육관 등으로 대피했고 주택 3채가 불에 탔다. 현재까지 인명피해는 보고되지 않았다.고성군과 산림·소방 당국은 인력을 투입해 진화하고 있으나 건조한 날씨와 강풍으로 어려움을 겪고 있다.inishmore@yna.co.kr",100,20200501
7,"문대통령 ""고성산불 주민대피에 철저…진화자원 총동원""(종합)",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=421&aid=0004617118,0004617118,"문재인 대통령. (청와대 제공) /뉴스1 문재인 대통령. (청와대 제공) /뉴스1

1일 오후 8시10분쯤 강원 고성군 토성면 한 주택 화재가 인근 야산으로 번져 산불이 발생했다. (독자 제공) 2020.5.1/뉴스1 © News1 김경석 기자 1일 오후 8시10분쯤 강원 고성군 토성면 한 주택 화재가 인근 야산으로 번져 산불이 발생했다. (독자 제공) 2020.5.1/뉴스1 © News1 김경석 기자

(서울=뉴스1) 최은지 기자,박주평 기자 = 문재인 대통령은 1일 강원도 고성군에서 발생한 산불과 관련해 주민대피에 만전을 기하고 날이 밝는 대로 진화할 수 있도록 준비를 철저히 할 것을 지시했다.문 대통령은 이날 오후 고성군 산불과 관련해 보고를 받은 후 ""주민대피에 철저를 기하고, 산기슭 민가나 어르신 등의 대피에도 만전을 다하라""라며 ""산불 진화 방향을 예측해 필요시 예상되는 지역주민을 미리 대피시켜야 한다""고 긴급지시를 내렸다.이어 문 대통령은 ""야간 산불 진화에 어려움이 있는 만큼 민가로의 확산 지연에 노력하되, 진화인력 안전에도 각별히 유의를 다하라""라며 ""일출 시 산불을 속히 진화할 수 있도록 헬기 등 진화 자원을 총동원하는 등의 준비에 철저를 기하라""고 당부했다.앞서 정세균 국무총리는 긴급지시를 통해 ""산림청장과 소방청장은 지자체, 경찰 등 유관기관과 협조하고 진화인력과 장비를 최대한 동원해 조속한 산불진화에 최선을 다하라""라며 ""산불이 강풍으로 인해 빠르게 확산되고 있는 만큼 인명피해가 발생하지 않도록 주민대피에 만전을 기하라""고 주문했다.이어 ""일출과 동시에 조기진화 조치를 취할 수 있도록 산림 헬기투입 등 사전준비를 철저히 하라""라며 ""야간진화 활동을 하는 산림 진화 및 소방인력의 안전에도 만전을 기하라""고 당부했다.이날 오후 8시10분쯤 강원 고성군 토성면 한 주택 화재가 인근 야산으로 번져 남서쪽으로 확산되고 있다. 현재까지 주민 30여명이 안전하게 대피했으며 산불은 도학초교와 아모르뜰 요양원까지 번지고 있다.소방당국은 대응 2단계를 발령했지만, 초속 16m의 강풍을 타고 산불이 번지고 있어 소방당국은 전국 소방 인력과 장비를 모두 동원하는 '대응 3단계' 격상도 고려하고 있다.산림청도 현재 산불재난 국가위기경보 '경계' 단계에서 최고 수준인 '심각' 수준 격상을 검토 중이다.silverpaper@news1.kr© 뉴스1코리아( news1.kr ), 무단 전재 및 재배포 금지",100,20200501
8,"문 대통령 ""고성 주민 대피 철저히…진화 자원 총동원"" 긴급지시",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=055&aid=0000811835,0000811835,"문재인 대통령은 강원도 고성 산불과 관련해 ""주민 대피에 철저를 기하고, 산기슭 민가나 어르신 등의 대피에도 만전을 다하라""고 긴급 지시했다고 청와대가 밝혔습니다.문 대통령은 ""산불 진화 방향을 예측해 지역 주민을 미리 대피시키라""며 ""민가로의 확산 지연에 노력하되, 진화 인력의 안전에도 각별히 유의를 다해야 한다""고 강조했습니다.그러면서 ""일출 시 산불을 속히 진화할 수 있도록 헬기 등 진화 자원을 총동원하라""고 주문했습니다.청와대는 어젯밤 11시 5분부터 30분간 정의용 국가안보실장 주재로 화상 상황점검회의를 개최했습니다.회의에는 진영 행정안전부 장관, 정경두 국방부 장관, 김종석 기상청장, 최병암 산림청장 등이 참석했습니다.정부는 날이 밝는 대로 소방헬기, 소방차, 진화 인력 등 모든 자원을 동원해 조기 진화에 전력을 다할 계획이라고 밝혔습니다.(사진=연합뉴스)문준모 기자(moonje@sbs.co.kr)※ ⓒ SBS & SBS Digital News Lab. : 무단복제 및 재배포 금지",100,20200501
9,"문 대통령 “고성 주민 대피 철저 … 진화 자원 총동원"" 긴급지시",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=469&aid=0000492638,0000492638,"[ 문재인 대통령. 연합뉴스 [ 문재인 대통령. 연합뉴스

문재인 대통령은 1일 강원 고성에서 발생한 산불과 관련해 ""주민 대피에 철저를 기하고, 산기슭 민가나 어르신 등의 대피에도 만전을 다하라""고 긴급 지시했다고 청와대가 밝혔다.문 대통령은 ""산불 진화 방향을 예측해 필요 시 예상되는 지역 주민을 미리 대피시키라""며 ""야간 산불 진화에 어려움이 있는 만큼 민가로의 확산 지연에 노력하되, 진화 인력의 안전에도 각별히 유의를 다해야 한다""고 강조했다.그러면서 ""일출 시 산불을 속히 진화할 수 있도록 헬기 등 진화 자원을 총동원하는 등의 준비에 철저를 기하라""고 주문했다.앞서 이날 오후 8시20분쯤 강원 고성군 토성면 도원리의 한 주택에서 난 불이 강한 바람으로 인근 야산으로 옮겨붙고서 급속히 번지고 있다.신은별 기자 ebshin@hankookilbo.com

▶네이버에서 한국일보 뉴스를 받아보세요



▶뉴;잼을 보면 뉴스가 재밌다 [뉴스레터 구독하기]



▶한국일보닷컴 바로가기",100,20200501
